L1,L2,L3,L4,R1,R2,R3,R4,R5
CXCL1,,,,CXCR2,,,,
CXCL2,,,,CXCR2,,,,
CXCL5,,,,CXCR2,,,,
CXCL8,,,,CXCR2,,,,
PF4V1,,,,CXCR3,,,,
CXCL12,,,,CXCR4,,,,
CXCL11,,,,ACKR3,,,,
CXCL12,,,,ACKR3,,,,
CXCL16,,,,CXCR6,,,,
MIF,,,,CD74,CXCR4,,,
MIF,,,,CD74,CD44,,,
MIF,,,,CD74,CXCR2,,,
MIF,,,,ACKR3,,,,
CX3CL1,,,,CX3CR1,,,,
IL2,,,,IL2RA,IL2RB,IL2RG,,
IL2,,,,IL2RB,IL2RG,,,
IL7,,,,IL7R,IL2RG,,,
IL15,,,,IL15RA,IL2RB,,,
IL21,,,,IL21R,IL2RG,,,
TSLP,,,,IL7R,CRLF2,,,
IL3,,,,IL3RA,CSF2RB,,,
IL5,,,,IL5RA,CSF2RB,,,
CSF2,,,,CSF2RA,CSF2RB,,,
IL13,,,,IL4R,IL13RA1,,,
IL13,,,,IL4R,IL13RA2,,,
IL13,,,,IL13RA1,,,,
IL13,,,,IL13RA2,,,,
IL11,,,,IL11RA,IL6ST,,,
IL12B,,,,IL12RB1,IL12RB2,,,
IL23A,,,,IL23R,IL12RB1,,,
EBI3,,,,IL27RA,IL6ST,,,
CNTF,,,,CNTFR,LIFR,,,
CLCF1,,,,CNTFR,LIFR,,,
CTF1,,,,LIFR,IL6ST,,,
LIF,,,,LIFR,IL6ST,,,
OSM,,,,LIFR,IL6ST,,,
OSM,,,,OSMR,IL6ST,,,
IL10,,,,IL10RA,IL10RB,,,
IL19,,,,IL20RA,IL20RB,,,
IL20,,,,IL20RA,IL20RB,,,
IL24,,,,IL20RA,IL20RB,,,
IL22,,,,IL22RA1,IL10RB,,,
IL26,,,,IL20RA,IL10RB,,,
IL1A,,,,IL1R1,IL1RAP,,,
IL1B,,,,IL1R1,IL1RAP,,,
IL1A,,,,IL1R2,,,,
IL1B,,,,IL1R2,,,,
IL1F5,,,,IL1RL2,IL1RAP,,,
IL1F6,,,,IL1RL2,IL1RAP,,,
IL1F8,,,,IL1RL2,IL1RAP,,,
IL1F9,,,,IL1RL2,IL1RAP,,,
IL1F10,,,,IL1RL2,IL1RAP,,,
IL37,,,,IL18R1,IL18RAP,,,
IL18,,,,IL18R1,IL18RAP,,,
IL33,,,,IL1RL1,IL1RAP,,,
IL17A,,,,IL17RA,IL17RC,,,
IL17F,,,,IL17RA,IL17RC,,,
IL17B,,,,IL17RB,,,,
IL25,,,,IL17RA,IL17RB,,,
IL34,,,,CSF1R,,,,
CSF1,,,,CSF1R,,,,
IL16,,,,CD4,,,,
EPO,,,,EPOR,,,,
GH1,,,,GHR,,,,
PRL,,,,PRLR,,,,
THPO,,,,MPL,,,,
CSF3,,,,CSF3R,,,,
IFNB1,,,,IFNAR1,IFNAR2,,,
IFNW1,,,,IFNAR1,IFNAR2,,,
IFNK,,,,IFNAR1,IFNAR2,,,
IFNE,,,,IFNAR1,IFNAR2,,,
IFNA1,,,,IFNAR1,IFNAR2,,,
IFNA2,,,,IFNAR1,IFNAR2,,,
IFNA4,,,,IFNAR1,IFNAR2,,,
IFNA5,,,,IFNAR1,IFNAR2,,,
IFNA6,,,,IFNAR1,IFNAR2,,,
IFNA7,,,,IFNAR1,IFNAR2,,,
IFNA8,,,,IFNAR1,IFNAR2,,,
IFNA9,,,,IFNAR1,IFNAR2,,,
IFNA10,,,,IFNAR1,IFNAR2,,,
IFNA14,,,,IFNAR1,IFNAR2,,,
IFNA16,,,,IFNAR1,IFNAR2,,,
IFNA17,,,,IFNAR1,IFNAR2,,,
IFNA21,,,,IFNAR1,IFNAR2,,,
IFNG,,,,IFNGR1,IFNGR2,,,
TNF,,,,TNFRSF1A,,,,
TNF,,,,TNFRSF1B,,,,
LTA,,,,TNFRSF1A,,,,
LTA,,,,TNFRSF1B,,,,
LTA,,,,LTB,LTBR,,,
TNFSF14,,,,LTBR,,,,
TNFSF14,,,,TNFRSF14,,,,
FASL,,,,FAS,,,,
TNFSF10,,,,TNFRSF10B,,,,
NGF,,,,NGFR,,,,
KLK3,,,,NGFR,,,,
TNFSF11,,,,TNFRSF11A,,,,
TNFSF11,,,,TNFRSF11B,,,,
TNFSF12,,,,TNFRSF12A,,,,
TNFSF8,,,,TNFRSF8,,,,
TNFSF9,,,,TNFRSF9,,,,
TNFSF4,,,,TNFRSF4,,,,
TNFSF18,,,,TNFRSF18,,,,
TNFSF13,,,,TNFRSF17,,,,
TNFSF13B,,,,TNFRSF17,,,,
TNFSF13B,,,,TNFRSF13B,,,,
TNFSF13B,,,,TNFRSF13C,,,,
CD40LG,,,,ITGA2B,ITGB3,,,
CD40LG,,,,ITGA5,ITGB1,,,
CD40LG,,,,ITGAM,ITGB2,,,
SPP1,,,,CD44,,,,
SPP1,,,,ITGAV,ITGB3,,,
SPP1,,,,ITGAV,ITGB1,,,
SPP1,,,,ITGAV,ITGB5,,,
SPP1,,,,ITGAV,ITGB6,,,
SPP1,,,,ITGA4,ITGB1,,,
SPP1,,,,ITGA9,ITGB1,,,
SPP1,,,,ITGA8,ITGB1,,,
SPP1,,,,ITGA5,ITGB1,,,
ADIPOQ,,,,ADIPOR1,,,,
ADIPOQ,,,,ADIPOR2,,,,
RETN,,,,TLR4,,,,
RETN,,,,CAP1,,,,
NAMPT,,,,INSR,,,,
NAMPT,,,,ITGA5,ITGB1,,,
ANGPTL1,,,,ITGA1,ITGB1,,,
ANGPTL2,,,,ITGA5,ITGB1,,,
ANGPTL2,,,,TLR4,,,,
ANGPTL1,,,,PIRB,,,,
ANGPTL4,,,,ITGA5,ITGB1,,,
ANGPTL4,,,,ITGAV,ITGB3,,,
ANGPTL4,,,,CDH5,,,,
ANGPTL4,,,,CDH11,,,,
ANGPTL4,,,,SDC1,,,,
ANGPTL4,,,,SDC2,,,,
ANGPTL4,,,,SDC3,,,,
ANGPTL4,,,,SDC4,,,,
ANGPTL3,,,,ITGAV,ITGB3,,,
ANGPT1,,,,TEK,,,,
ANGPT2,,,,TEK,,,,
ANGPT2,,,,ITGA5,ITGB1,,,
MDK,,,,SDC1,,,,
MDK,,,,SDC2,,,,
MDK,,,,SDC4,,,,
MDK,,,,PTPRZ1,,,,
MDK,,,,ITGA4,ITGB1,,,
MDK,,,,ITGA6,ITGB1,,,
MDK,,,,LRP1,,,,
MDK,,,,NCL,,,,
MDK,,,,ALK,,,,
PTN,,,,PTPRZ1,,,,
PTN,,,,SDC1,,,,
PTN,,,,SDC2,,,,
PTN,,,,SDC3,,,,
PTN,,,,SDC4,,,,
PTN,,,,ITGAV,ITGB3,,,
PTN,,,,NCL,,,,
PTN,,,,ALK,,,,
POSTN,,,,ITGAV,ITGB3,,,
POSTN,,,,ITGAV,ITGB5,,,
AGT,,,,AGTR1B,,,,
KNG1,,,,BDKRB1,,,,
KNG1,,,,BDKRB2,,,,
C3,,,,CR2,,,,
C4A,,,,CR2,,,,
CCK,,,,CCKBR,,,,
EDN1,,,,EDNRA,,,,
EDN2,,,,EDNRA,,,,
EDN3,,,,EDNRA,,,,
EDN1,,,,EDNRB,,,,
EDN3,,,,EDNRB,,,,
GAL,,,,GALR1,,,,
GAL,,,,GALR2,,,,
GAL,,,,GALR3,,,,
GHRL,,,,GHSR,,,,
KISS1,,,,KISS1R,,,,
POMC,,,,MC1R,,,,
POMC,,,,MC2R,,,,
POMC,,,,MC3R,,,,
POMC,,,,MC4R,,,,
POMC,,,,MC5R,,,,
NMU,,,,NMUR1,,,,
NMU,,,,NMUR2,,,,
NPFF,,,,NPFFR2,,,,
NPY,,,,NPY1R,,,,
NPY,,,,NPY2R,,,,
NPY,,,,NPY4R,,,,
NPY,,,,NPY5R,,,,
NPY,,,,NPY6R,,,,
NPY,,,,GPR83,,,,
PPY,,,,NPY1R,,,,
PPY,,,,NPY2R,,,,
PPY,,,,NPY4R,,,,
PPY,,,,NPY5R,,,,
PPY,,,,NPY6R,,,,
PPY,,,,GPR83,,,,
PYY,,,,GPR83,,,,
NTS,,,,NTSR1,,,,
PDYN,,,,OPRD1,,,,
PDYN,,,,OPRK1,,,,
PDYN,,,,OPRL1,,,,
PDYN,,,,OPRM1,,,,
PENK,,,,OPRD1,,,,
PENK,,,,OPRK1,,,,
PENK,,,,OPRM1,,,,
POMC,,,,OPRD1,,,,
POMC,,,,OPRK1,,,,
POMC,,,,OPRL1,,,,
POMC,,,,OPRM1,,,,
HCRT,,,,HCRTR1,,,,
OXT,,,,OXTR,,,,
TAC1,,,,TACR1,,,,
TAC4,,,,TACR1,,,,
TAC1,,,,TACR2,,,,
UTS2,,,,UTS2R,,,,
AVP,,,,AVPR2,,,,
AVP,,,,AVPR1A,,,,
AVP,,,,AVPR1B,,,,
PRLH,,,,PRLHR,,,,
PRSS3,,,,F2R,,,,
CTSG,,,,F2R,,,,
F2,,,,F2R,,,,
PLG,,,,F2R,,,,
GZMA,,,,F2R,,,,
PRSS2,,,,F2R,,,,
PRSS1,,,,F2R,,,,
PRSS3,,,,F2RL1,,,,
CTSG,,,,F2RL1,,,,
F2,,,,F2RL1,,,,
PLG,,,,F2RL1,,,,
GZMA,,,,F2RL1,,,,
PRSS2,,,,F2RL1,,,,
PRSS1,,,,F2RL1,,,,
PRSS3,,,,F2RL2,,,,
CTSG,,,,F2RL2,,,,
PLG,,,,F2RL2,,,,
PRSS3,,,,F2RL3,,,,
CTSG,,,,F2RL3,,,,
PLG,,,,F2RL3,,,,
PRSS3,,,,PARD3,,,,
CTSG,,,,PARD3,,,,
F2,,,,PARD3,,,,
GZMA,,,,PARD3,,,,
PLG,,,,PARD3,,,,
PRSS2,,,,PARD3,,,,
PRSS1,,,,PARD3,,,,
PROK1,,,,PROKR2,,,,
PROK1,,,,PROKR1,,,,
PROK2,,,,PROKR1,,,,
PROK2,,,,PROKR2,,,,
ADCYAP1,,,,ADCYAP1R1,,,,
VIP,,,,VIPR1,,,,
VIP,,,,VIPR2,,,,
NPPB,,,,NPR1,,,,
KITL,,,,KIT,,,,
GCG,,,,GIPR,,,,
GIP,,,,GIPR,,,,
FSHB,,,,FSHR,,,,
CGA,,,,FSHR,,,,
LHB,,,,LHCGR,,,,
CGA,,,,LHCGR,,,,
BDNF,,,,NTRK2,,,,
NGF,,,,NTRK1,,,,
FLT3L,,,,FLT3,,,,
HGF,,,,MET,,,,
NTF3,,,,NTRK2,,,,
NTF5,,,,NTRK2,,,,
SEMA3A,,,,NRP1,PLXNA1,,,
SEMA3A,,,,NRP1,PLXNA2,,,
SEMA3A,,,,NRP1,PLXNA3,,,
SEMA3A,,,,NRP1,PLXNA4,,,
SEMA3B,,,,NRP1,PLXNA1,,,
SEMA3B,,,,NRP1,PLXNA2,,,
SEMA3B,,,,NRP1,PLXNA3,,,
SEMA3B,,,,NRP1,PLXNA4,,,
SEMA3C,,,,NRP1,PLXNA1,,,
SEMA3C,,,,NRP1,PLXNA2,,,
SEMA3C,,,,NRP1,PLXNA3,,,
SEMA3C,,,,NRP1,PLXNA4,,,
SEMA3D,,,,NRP1,PLXNA1,,,
SEMA3D,,,,NRP1,PLXNA2,,,
SEMA3D,,,,NRP1,PLXNA3,,,
SEMA3D,,,,NRP1,PLXNA4,,,
SEMA3B,,,,NRP2,PLXNA1,,,
SEMA3B,,,,NRP2,PLXNA2,,,
SEMA3B,,,,NRP2,PLXNA3,,,
SEMA3B,,,,NRP2,PLXNA4,,,
SEMA3C,,,,NRP2,PLXNA1,,,
SEMA3C,,,,NRP2,PLXNA2,,,
SEMA3C,,,,NRP2,PLXNA3,,,
SEMA3C,,,,NRP2,PLXNA4,,,
SEMA3D,,,,NRP2,PLXNA1,,,
SEMA3D,,,,NRP2,PLXNA2,,,
SEMA3D,,,,NRP2,PLXNA3,,,
SEMA3D,,,,NRP2,PLXNA4,,,
SEMA3F,,,,NRP2,PLXNA1,,,
SEMA3F,,,,NRP2,PLXNA2,,,
SEMA3F,,,,NRP2,PLXNA3,,,
SEMA3F,,,,NRP2,PLXNA4,,,
SEMA3G,,,,NRP2,PLXNA1,,,
SEMA3G,,,,NRP2,PLXNA2,,,
SEMA3G,,,,NRP2,PLXNA3,,,
SEMA3G,,,,NRP2,PLXNA4,,,
SEMA3C,,,,NRP1,NRP2,,,
SEMA3C,,,,PLXND1,,,,
SEMA3E,,,,PLXND1,,,,
ADM,,,,CALCR,,,,
ADM,,,,CALCRL,,,,
AGT,,,,MAS1,,,,
ANXA1,,,,FPR2,,,,
APELA,,,,APLNR,,,,
CALCA,,,,CALCR,,,,
CALCA,,,,CALCRL,,,,
CALCB,,,,CALCR,,,,
CALCB,,,,CALCRL,,,,
CRH,,,,CRHR1,,,,
CRH,,,,CRHR2,,,,
ENHO,,,,GPR19,,,,
GAS6,,,,AXL,,,,
GAS6,,,,TYRO3,,,,
GCG,,,,GCGR,,,,
GCG,,,,GLP1R,,,,
GCG,,,,GLP2R,,,,
GH,,,,GHR,,,,
GH,,,,PRLR,,,,
GHRH,,,,VIPR1,,,,
GHRH,,,,VIPR2,,,,
GHRH,,,,GHSR,,,,
GHRH,,,,GHRHR,,,,
GNRH1,,,,GNRHR,,,,
GRN,,,,SORT1,,,,
GUCA2A,,,,GUCY2C,,,,
GUCA2B,,,,GUCY2C,,,,
IAPP,,,,CALCR,,,,
IAPP,,,,CALCRL,,,,
LEP,,,,LEPR,,,,
LGALS9,,,,CD45,,,,
NPS,,,,NPSR1,,,,
NPVF,,,,NPFFR1,,,,
NPVF,,,,NPFFR2,,,,
OSTN,,,,NPR3,,,,
PROS1,,,,AXL,,,,
PROS1,,,,TYRO3,,,,
PTH,,,,PTH1R,,,,
PTH2,,,,PTH1R,,,,
PTHLH,,,,PTH1R,,,,
RARRES2,,,,GPR1,,,,
RARRES2,,,,CMKLR1,,,,
RLN1,,,,RXFP2,,,,
RLN1,,,,RXFP1,,,,
RLN1,,,,RXFP3,,,,
RLN1,,,,RXFP4,,,,
SAA1,,,,FPR2,,,,
SCGB3A2,,,,MARCO,,,,
SCT,,,,SCTR,,,,
SLURP1,,,,CHRNB4,,,,
SLURP1,,,,CHRNA2,,,,
SLURP1,,,,CHRNA3,,,,
SLURP1,,,,CHRNA4,,,,
SLURP1,,,,CHRNE,,,,
SLURP2,,,,CHRNB4,,,,
SLURP2,,,,CHRNA2,,,,
SLURP2,,,,CHRNA3,,,,
SLURP2,,,,CHRNA4,,,,
SLURP2,,,,CHRNE,,,,
UCN,,,,CRHR1,,,,
UCN,,,,CRHR2,,,,
UCN2,,,,CRHR1,,,,
UCN2,,,,CRHR2,,,,
UCN3,,,,CRHR1,,,,
UCN3,,,,CRHR2,,,,
LGALS9,,,,HAVCR2,,,,
LGALS9,,,,CD44,,,,
COL1A1,,,,ITGA1,ITGB1,,,
COL1A2,,,,ITGA1,ITGB1,,,
COL2A1,,,,ITGA1,ITGB1,,,
COL4A1,,,,ITGA1,ITGB1,,,
COL4A2,,,,ITGA1,ITGB1,,,
COL4A3,,,,ITGA1,ITGB1,,,
COL4A4,,,,ITGA1,ITGB1,,,
COL4A5,,,,ITGA1,ITGB1,,,
COL4A6,,,,ITGA1,ITGB1,,,
COL6A1,,,,ITGA1,ITGB1,,,
COL6A2,,,,ITGA1,ITGB1,,,
COL6A3,,,,ITGA1,ITGB1,,,
COL6A5,,,,ITGA1,ITGB1,,,
COL6A6,,,,ITGA1,ITGB1,,,
COL9A1,,,,ITGA1,ITGB1,,,
COL9A2,,,,ITGA1,ITGB1,,,
COL9A3,,,,ITGA1,ITGB1,,,
COL1A1,,,,ITGA2,ITGB1,,,
COL1A2,,,,ITGA2,ITGB1,,,
COL2A1,,,,ITGA2,ITGB1,,,
COL4A1,,,,ITGA2,ITGB1,,,
COL4A2,,,,ITGA2,ITGB1,,,
COL4A3,,,,ITGA2,ITGB1,,,
COL4A4,,,,ITGA2,ITGB1,,,
COL4A5,,,,ITGA2,ITGB1,,,
COL4A6,,,,ITGA2,ITGB1,,,
COL6A1,,,,ITGA2,ITGB1,,,
COL6A2,,,,ITGA2,ITGB1,,,
COL6A3,,,,ITGA2,ITGB1,,,
COL6A5,,,,ITGA2,ITGB1,,,
COL6A6,,,,ITGA2,ITGB1,,,
COL9A1,,,,ITGA2,ITGB1,,,
COL9A2,,,,ITGA2,ITGB1,,,
COL9A3,,,,ITGA2,ITGB1,,,
FN1,,,,ITGA3,ITGB1,,,
FN1,,,,ITGA4,ITGB1,,,
FN1,,,,ITGA5,ITGB1,,,
FN1,,,,ITGA8,ITGB1,,,
LAMA1,,,,ITGA1,ITGB1,,,
LAMA2,,,,ITGA1,ITGB1,,,
LAMA3,,,,ITGA1,ITGB1,,,
LAMA4,,,,ITGA1,ITGB1,,,
LAMA5,,,,ITGA1,ITGB1,,,
LAMB1,,,,ITGA1,ITGB1,,,
LAMB2,,,,ITGA1,ITGB1,,,
LAMB3,,,,ITGA1,ITGB1,,,
LAMC1,,,,ITGA1,ITGB1,,,
LAMC2,,,,ITGA1,ITGB1,,,
LAMC3,,,,ITGA1,ITGB1,,,
LAMA1,,,,ITGA2,ITGB1,,,
LAMA2,,,,ITGA2,ITGB1,,,
LAMA3,,,,ITGA2,ITGB1,,,
LAMA4,,,,ITGA2,ITGB1,,,
LAMA5,,,,ITGA2,ITGB1,,,
LAMB1,,,,ITGA2,ITGB1,,,
LAMB2,,,,ITGA2,ITGB1,,,
LAMB3,,,,ITGA2,ITGB1,,,
LAMC1,,,,ITGA2,ITGB1,,,
LAMC2,,,,ITGA2,ITGB1,,,
LAMC3,,,,ITGA2,ITGB1,,,
CHAD,,,,ITGA2,ITGB1,,,
LAMA1,,,,ITGA3,ITGB1,,,
LAMA2,,,,ITGA3,ITGB1,,,
LAMA3,,,,ITGA3,ITGB1,,,
LAMA4,,,,ITGA3,ITGB1,,,
LAMA5,,,,ITGA3,ITGB1,,,
LAMB1,,,,ITGA3,ITGB1,,,
LAMB2,,,,ITGA3,ITGB1,,,
LAMB3,,,,ITGA3,ITGB1,,,
LAMC1,,,,ITGA3,ITGB1,,,
LAMC2,,,,ITGA3,ITGB1,,,
LAMC3,,,,ITGA3,ITGB1,,,
RELN,,,,ITGA3,ITGB1,,,
THBS1,,,,ITGA3,ITGB1,,,
THBS2,,,,ITGA3,ITGB1,,,
THBS3,,,,ITGA3,ITGB1,,,
THBS4,,,,ITGA3,ITGB1,,,
COMP,,,,ITGA3,ITGB1,,,
COL1A1,,,,ITGA3,ITGB1,,,
COL1A2,,,,ITGA3,ITGB1,,,
COL2A1,,,,ITGA3,ITGB1,,,
COL4A1,,,,ITGA3,ITGB1,,,
COL4A2,,,,ITGA3,ITGB1,,,
COL4A3,,,,ITGA3,ITGB1,,,
COL4A4,,,,ITGA3,ITGB1,,,
COL4A5,,,,ITGA3,ITGB1,,,
COL4A6,,,,ITGA3,ITGB1,,,
COL6A1,,,,ITGA3,ITGB1,,,
COL6A2,,,,ITGA3,ITGB1,,,
COL6A3,,,,ITGA3,ITGB1,,,
COL6A5,,,,ITGA3,ITGB1,,,
COL6A6,,,,ITGA3,ITGB1,,,
COL9A1,,,,ITGA3,ITGB1,,,
COL9A2,,,,ITGA3,ITGB1,,,
COL9A3,,,,ITGA3,ITGB1,,,
LAMA1,,,,ITGA6,ITGB1,,,
LAMA2,,,,ITGA6,ITGB1,,,
LAMA3,,,,ITGA6,ITGB1,,,
LAMA4,,,,ITGA6,ITGB1,,,
LAMA5,,,,ITGA6,ITGB1,,,
LAMB1,,,,ITGA6,ITGB1,,,
LAMB2,,,,ITGA6,ITGB1,,,
LAMB3,,,,ITGA6,ITGB1,,,
LAMC1,,,,ITGA6,ITGB1,,,
LAMC2,,,,ITGA6,ITGB1,,,
LAMC3,,,,ITGA6,ITGB1,,,
LAMA1,,,,ITGA7,ITGB1,,,
LAMA2,,,,ITGA7,ITGB1,,,
LAMA3,,,,ITGA7,ITGB1,,,
LAMA4,,,,ITGA7,ITGB1,,,
LAMA5,,,,ITGA7,ITGB1,,,
LAMB1,,,,ITGA7,ITGB1,,,
LAMB2,,,,ITGA7,ITGB1,,,
LAMB3,,,,ITGA7,ITGB1,,,
LAMC1,,,,ITGA7,ITGB1,,,
LAMC2,,,,ITGA7,ITGB1,,,
LAMC3,,,,ITGA7,ITGB1,,,
VTN,,,,ITGA8,ITGB1,,,
TNC,,,,ITGA8,ITGB1,,,
TNR,,,,ITGA8,ITGB1,,,
TNN,,,,ITGA8,ITGB1,,,
TNXB,,,,ITGA8,ITGB1,,,
NPNT1,,,,ITGA8,ITGB1,,,
NPNT2,,,,ITGA8,ITGB1,,,
TNC,,,,ITGA9,ITGB1,,,
TNR,,,,ITGA9,ITGB1,,,
TNN,,,,ITGA9,ITGB1,,,
TNXB,,,,ITGA9,ITGB1,,,
COL1A1,,,,ITGA9,ITGB1,,,
COL1A2,,,,ITGA9,ITGB1,,,
COL2A1,,,,ITGA9,ITGB1,,,
COL4A1,,,,ITGA9,ITGB1,,,
COL4A2,,,,ITGA9,ITGB1,,,
COL4A3,,,,ITGA9,ITGB1,,,
COL4A4,,,,ITGA9,ITGB1,,,
COL4A5,,,,ITGA9,ITGB1,,,
COL4A6,,,,ITGA9,ITGB1,,,
COL6A1,,,,ITGA9,ITGB1,,,
COL6A2,,,,ITGA9,ITGB1,,,
COL6A3,,,,ITGA9,ITGB1,,,
COL6A5,,,,ITGA9,ITGB1,,,
COL6A6,,,,ITGA9,ITGB1,,,
COL9A1,,,,ITGA9,ITGB1,,,
COL9A2,,,,ITGA9,ITGB1,,,
COL9A3,,,,ITGA9,ITGB1,,,
LAMA1,,,,ITGA9,ITGB1,,,
LAMA2,,,,ITGA9,ITGB1,,,
LAMA3,,,,ITGA9,ITGB1,,,
LAMA4,,,,ITGA9,ITGB1,,,
LAMA5,,,,ITGA9,ITGB1,,,
LAMB1,,,,ITGA9,ITGB1,,,
LAMB2,,,,ITGA9,ITGB1,,,
LAMB3,,,,ITGA9,ITGB1,,,
LAMC1,,,,ITGA9,ITGB1,,,
LAMC2,,,,ITGA9,ITGB1,,,
LAMC3,,,,ITGA9,ITGB1,,,
COL1A1,,,,ITGA10,ITGB1,,,
COL1A2,,,,ITGA10,ITGB1,,,
COL2A1,,,,ITGA10,ITGB1,,,
COL4A1,,,,ITGA10,ITGB1,,,
COL4A2,,,,ITGA10,ITGB1,,,
COL4A3,,,,ITGA10,ITGB1,,,
COL4A4,,,,ITGA10,ITGB1,,,
COL4A5,,,,ITGA10,ITGB1,,,
COL4A6,,,,ITGA10,ITGB1,,,
COL6A1,,,,ITGA10,ITGB1,,,
COL6A2,,,,ITGA10,ITGB1,,,
COL6A3,,,,ITGA10,ITGB1,,,
COL6A5,,,,ITGA10,ITGB1,,,
COL6A6,,,,ITGA10,ITGB1,,,
COL9A1,,,,ITGA10,ITGB1,,,
COL9A2,,,,ITGA10,ITGB1,,,
COL9A3,,,,ITGA10,ITGB1,,,
COL1A1,,,,ITGA11,ITGB1,,,
COL1A2,,,,ITGA11,ITGB1,,,
COL2A1,,,,ITGA11,ITGB1,,,
COL4A1,,,,ITGA11,ITGB1,,,
COL4A2,,,,ITGA11,ITGB1,,,
COL4A3,,,,ITGA11,ITGB1,,,
COL4A4,,,,ITGA11,ITGB1,,,
COL4A5,,,,ITGA11,ITGB1,,,
COL4A6,,,,ITGA11,ITGB1,,,
COL6A1,,,,ITGA11,ITGB1,,,
COL6A2,,,,ITGA11,ITGB1,,,
COL6A3,,,,ITGA11,ITGB1,,,
COL6A5,,,,ITGA11,ITGB1,,,
COL6A6,,,,ITGA11,ITGB1,,,
COL9A1,,,,ITGA11,ITGB1,,,
COL9A2,,,,ITGA11,ITGB1,,,
COL9A3,,,,ITGA11,ITGB1,,,
FN1,,,,ITGAV,ITGB1,,,
VTN,,,,ITGAV,ITGB1,,,
DSPP,,,,ITGAV,ITGB1,,,
FN1,,,,ITGA4,ITGB7,,,
FN1,,,,ITGAV,ITGB3,,,
VTN,,,,ITGAV,ITGB3,,,
VWF,,,,ITGAV,ITGB3,,,
TNC,,,,ITGAV,ITGB3,,,
TNR,,,,ITGAV,ITGB3,,,
TNN,,,,ITGAV,ITGB3,,,
TNXB,,,,ITGAV,ITGB3,,,
IBSP,,,,ITGAV,ITGB3,,,
THBS1,,,,ITGAV,ITGB3,,,
THBS2,,,,ITGAV,ITGB3,,,
THBS3,,,,ITGAV,ITGB3,,,
THBS4,,,,ITGAV,ITGB3,,,
COMP,,,,ITGAV,ITGB3,,,
DMP1,,,,ITGAV,ITGB3,,,
FN1,,,,ITGA2B,ITGB3,,,
VTN,,,,ITGA2B,ITGB3,,,
VWF,,,,ITGA2B,ITGB3,,,
TNR,,,,ITGA2B,ITGB3,,,
TNN,,,,ITGA2B,ITGB3,,,
TNXB,,,,ITGA2B,ITGB3,,,
VTN,,,,ITGAV,ITGB5,,,
IBSP,,,,ITGAV,ITGB5,,,
TNC,,,,ITGAV,ITGB6,,,
TNR,,,,ITGAV,ITGB6,,,
TNN,,,,ITGAV,ITGB6,,,
TNXB,,,,ITGAV,ITGB6,,,
FN1,,,,ITGAV,ITGB6,,,
DSPP,,,,ITGAV,ITGB6,,,
VTN,,,,ITGAV,ITGB8,,,
FN1,,,,ITGAV,ITGB8,,,
LAMA1,,,,ITGAV,ITGB8,,,
LAMA2,,,,ITGAV,ITGB8,,,
LAMA3,,,,ITGAV,ITGB8,,,
LAMA4,,,,ITGAV,ITGB8,,,
LAMA5,,,,ITGAV,ITGB8,,,
LAMB1,,,,ITGAV,ITGB8,,,
LAMB2,,,,ITGAV,ITGB8,,,
LAMB3,,,,ITGAV,ITGB8,,,
LAMC1,,,,ITGAV,ITGB8,,,
LAMC2,,,,ITGAV,ITGB8,,,
LAMC3,,,,ITGAV,ITGB8,,,
COL1A1,,,,ITGAV,ITGB8,,,
COL1A2,,,,ITGAV,ITGB8,,,
COL2A1,,,,ITGAV,ITGB8,,,
COL4A1,,,,ITGAV,ITGB8,,,
COL4A2,,,,ITGAV,ITGB8,,,
COL4A3,,,,ITGAV,ITGB8,,,
COL4A4,,,,ITGAV,ITGB8,,,
COL4A5,,,,ITGAV,ITGB8,,,
COL4A6,,,,ITGAV,ITGB8,,,
COL6A1,,,,ITGAV,ITGB8,,,
COL6A2,,,,ITGAV,ITGB8,,,
COL6A3,,,,ITGAV,ITGB8,,,
COL6A5,,,,ITGAV,ITGB8,,,
COL6A6,,,,ITGAV,ITGB8,,,
COL9A1,,,,ITGAV,ITGB8,,,
COL9A2,,,,ITGAV,ITGB8,,,
COL9A3,,,,ITGAV,ITGB8,,,
LAMA1,,,,ITGA6,ITGB4,,,
LAMA2,,,,ITGA6,ITGB4,,,
LAMA3,,,,ITGA6,ITGB4,,,
LAMA4,,,,ITGA6,ITGB4,,,
LAMA5,,,,ITGA6,ITGB4,,,
LAMB1,,,,ITGA6,ITGB4,,,
LAMB2,,,,ITGA6,ITGB4,,,
LAMB3,,,,ITGA6,ITGB4,,,
LAMC1,,,,ITGA6,ITGB4,,,
LAMC2,,,,ITGA6,ITGB4,,,
LAMC3,,,,ITGA6,ITGB4,,,
FN1,,,,CD44,,,,
COL1A1,,,,CD44,,,,
COL1A2,,,,CD44,,,,
COL2A1,,,,CD44,,,,
COL4A1,,,,CD44,,,,
COL4A2,,,,CD44,,,,
COL4A3,,,,CD44,,,,
COL4A4,,,,CD44,,,,
COL4A5,,,,CD44,,,,
COL4A6,,,,CD44,,,,
COL6A1,,,,CD44,,,,
COL6A2,,,,CD44,,,,
COL6A3,,,,CD44,,,,
COL6A5,,,,CD44,,,,
COL6A6,,,,CD44,,,,
COL9A2,,,,CD44,,,,
COL9A3,,,,CD44,,,,
LAMA1,,,,CD44,,,,
LAMA2,,,,CD44,,,,
