L1,L2,R1,R2,R3
LRPAP1,,SORL1,,
LRPAP1,,VLDLR,,
LTA,,LTBR,,
LTA,,RIPK1,,
LTB,,CD40,,
LTB,,TNFRSF1A,,
LTBP1,,ITGB5,,
LTBP3,,ITGB5,,
LTF,,LRP1,,
LYPD3,,AGR2,,
LYZ,,ITGAL,,
MBL2,,CALCR,,
MDK,,GPC2,,
MDK,,ITGA4,,
MDK,,ITGA6,,
MDK,,ITGB1,,
MDK,,LRP2,,
MDK,,SDC3,,
MDK,,SORL1,,
MDK,,TSPAN1,,
MFAP2,,NOTCH1,,
MFAP5,,NOTCH1,,
MFGE8,,ITGAV,,
MFGE8,,ITGB3,,
MFGE8,,PDGFRB,,
MFNG,,NOTCH1,,
MFNG,,NOTCH2,,
MIF,,CD44,,
MIF,,CXCR2,,
MIF,,CXCR4,,
MIF,,EGFR,,
MMP1,,CD44,,
MMP1,,ITGA2,,
LOC100848085,,ITGA2,,
MMP2,,CCR2,,
MMP2,,FGFR1,,
MMP2,,PECAM1,,
MMP2,,SDC2,,
MMP7,,CD151,,
MMP7,,CD44,,
MMP7,,ERBB4,,
MMP7,,SDC1,,
MMP9,,CD44,,
MMP9,,EPHB2,,
MMP9,,IFNAR1,,
MMP9,,ITGAM,,
MMP9,,ITGB2,,
MMP9,,LRP1,,
MMP9,,RECK,,
MMP9,,TLR9,,
MSTN,,ACVR2B,,
NAMPT,,ADORA2A,,
NCAM1,,FGFR2,,
NCAM1,,PTPRA,,
NDP,,FZD4,,
NDP,,LGR4,,
NGF,,MAGED1,,
NID1,,COL13A1,,
NID1,,ITGAV,,
NID1,,ITGB1,,
NID1,,ITGB3,,
NID1,,PTPRF,,
NMB,,BRS3,,
NPNT,,ITGB1,,
NPPA,,NPR3,,
NPPB,,NPR3,,
NPPC,,NPR1,,
NPPC,,NPR3,,
NPY,,FAP,,
NPY,,MC4R,,
NRG1,,EGFR,,
NRG1,,ERBB2,,
NRG1,,GPC1,,
NRG1,,LGR4,,
NRG2,,ERBB2,,
NRG3,,ERBB2,,
NRG3,,ERBB3,,
NRG4,,EGFR,,
NRG4,,ERBB2,,
NRTN,,GFRA3,,
NRTN,,RET,,
NTF4,,NTRK1,,
NTS,,NGFR,,
NUCB2,,ERAP1,,
OLFM2,,LOC534842,,
OMG,,NGFR,,
OSM,,IL6ST,,
OSM,,LIFR,,
P4HB,,MTTP,,
PCSK1N,,GPR171,,
PDAP1,,PDGFRB,,
PDGFB,,ITGAV,,
PDGFB,,S1PR1,,
PDGFC,,FLT1,,
PDGFC,,FLT4,,
PDGFC,,KDR,,
PDGFC,,PDGFRB,,
PDGFD,,PDGFRA,,
PENK,,ADRA2A,,
PENK,,GRM7,,
PENK,,MTNR1A,,
PENK,,OGFR,,
PF4,,FGFR2,,
PF4,,LDLR,,
PF4,,SDC2,,
PIGF,,FLT1,,
PKM,,CD44,,
PLA2G10,,PLA2R1,,
PLAT,,ITGAM,,
PLAT,,ITGB2,,
PLAT,,LRP1,,
PLAU,,IGF2R,,
PLAU,,ITGA5,,
PLAU,,ITGAM,,
PLAU,,ITGAV,,
PLAU,,ITGB1,,
PLAU,,ITGB2,,
PLAU,,ITGB5,,
PLAU,,LRP1,,
PLAU,,LRP2,,
PLAU,,MRC2,,
PLAU,,ST14,,
PLAU,,VLDLR,,
PLG,,F3,,
PLG,,FLT1,,
PLG,,IGF2R,,
PLG,,ITGA9,,
PLG,,ITGAM,,
PLG,,ITGB1,,
PLG,,ITGB2,,
PLG,,PLAUR,,
PLG,,PLGRKT,,
PLTP,,ABCA1,,
PMCH,,ADRA2A,,
PMCH,,GRM7,,
PMCH,,MTNR1A,,
POMC,,ADCYAP1R1,,
POMC,,ADRA2A,,
POMC,,ADRB2,,
POMC,,ADRB3,,
POMC,,GPR20,,
POMC,,GPR84,,
POMC,,GRM7,,
POMC,,MTNR1A,,
POMC,,PTH1R,,
POMC,,RAMP2,,
POMC,,RAMP3,,
POMC,,TSHR,,
POMC,,VIPR1,,
PON2,,HTR2A,,
PRG4,,CD44,,
PRND,,RPSA,,
PROC,,ITGB2,,
PROS1,,MERTK,,
PSAP,,AR,,
PSAP,,LOC507767,,
PSAP,,LRP1,,
PSAP,,SORT1,,
PSEN1,,CD44,,
PSEN1,,NCSTN,,
PSEN1,,NOTCH1,,
PSEN1,,NOTCH2,,
PSEN1,,NOTCH3,,
PSEN1,,NOTCH4,,
PSPN,,GFRA3,,
PSPN,,RET,,
PTGS2,,ALOX5,,
PTGS2,,CAV1,,
PTGS2,,GPR44,,
PTH,,ADRB2,,
PTH,,LRP6,,
PTH,,RAMP2,,
PTH,,RAMP3,,
PTH,,VIPR1,,
PTH2,,ADRB2,,
PTH2,,RAMP2,,
PTH2,,RAMP3,,
PTH2,,VIPR1,,
PTHLH,,ADRB2,,
PTHLH,,RAMP2,,
PTHLH,,RAMP3,,
PTHLH,,VIPR1,,
PTPN11,,FCRL4,,
PYY,,ADRA2A,,
PYY,,FAP,,
PYY,,GRM7,,
PYY,,MTNR1A,,
QDPR,,DYSF,,
RBP3,,NOTCH1,,
RELN,,ITGB1,,
RGMA,,BMPR1B,,
RGMA,,BMPR2,,
RGMB,,BMPR1B,,
RGMB,,BMPR2,,
RLN3,,ADRB2,,
RLN3,,RAMP2,,
RLN3,,RAMP3,,
RLN3,,VIPR1,,
RSPO1,,FZD8,,
RSPO1,,LRP6,,
RSPO3,,FZD8,,
RSPO3,,LRP6,,
RSPO3,,SDC4,,
RTN4,,CNTNAP1,,
RTN4,,GJB2,,
RTN4,,LINGO1,,
RTN4,,NGFR,,
RTN4,,RTN4RL1,,
S100A1,,TLR4,,
S100A10,,CFTR,,
S100A10,,TRPV6,,
S100A12,,CD36,,
S100A12,,TLR4,,
S100A4,,CCR5,,
S100A4,,EGFR,,
S100A4,,ERBB2,,
S100A4,,PGLYRP1,,
S100A8,,CD36,,
S100A8,,ITGB2,,
S100A8,,TLR4,,
S100A9,,CD36,,
S100A9,,ITGB2,,
S100A9,,TLR4,,
S100B,,AGER,,
S100B,,ALCAM,,
SAA3,,ADRA2A,,
SAA3,,GRM7,,
SAA3,,SCARB1,,
SAA3,,TLR2,,
SAA2,,SCARB1,,
M-SAA3.2,,SCARB1,,
SELPLG,,ITGB2,,
SEMA3B,,NRP1,,
SEMA3B,,NRP2,,
SEMA3C,,NRP1,,
SEMA3D,,NRP1,,
SEMA3E,,NRP1,,
SEMA3F,,NRP1,,
SEMA3F,,PLXNA1,,
SEMA4A,,NRP1,,
SEMA4B,,DCBLD2,,
SEMA5A,,MET,,
SEMA6D,,KDR,,
SEMA7A,,ITGB1,,
SERPINC1,,GPC1,,
SERPINC1,,SDC2,,
SERPINE1,,ITGAV,,
SERPINE1,,ITGB5,,
SERPINE2,,LRP1,,
SFRP1,,FZD2,,
SFRP1,,FZD6,,
SFRP2,,FZD5,,
SFTPD,,LY96,,
SFTPD,,SIRPA,,
SFTPD,,TLR4,,
CL46,,LY96,,
CL46,,SIRPA,,
CL46,,TLR4,,
CGN1,,LY96,,
SHH,,GPC1,,
SHH,,SMO,,
SLIT1,,GPC1,,
SLIT2,,GPC1,,
SLIT2,,SDC1,,
SLPI,,PLSCR4,,
SORBS1,,INSR,,
SORBS1,,ITGB5,,
SOST,,LRP5,,
SOST,,LRP6,,
SPINK1,,EGFR,,
SPINT1,,ST14,,
SPON2,,ITGAM,,
SPON2,,ITGB2,,
SPP1,,ITGA4,,
SPP1,,ITGA5,,
SPP1,,ITGA9,,
SPP1,,ITGAV,,
SPP1,,ITGB1,,
SPP1,,ITGB3,,
SPP1,,ITGB5,,
SPP1,,PTGER4,,
SPTAN1,,PTPRA,,
SPTBN2,,PTPRA,,
ST6GAL1,,EGFR,,
TCN2,,CNR1,,
TCN2,,LRP2,,
TCTN1,,TMEM67,,
TDGF1,,ACVR1B,,
TDGF1,,ACVR1C,,
TDGF1,,ACVR2A,,
TDGF1,,ACVR2B,,
TDGF1,,GPC1,,
TDGF1,,SMAD3,,
LOC101906048,,ACVR1C,,
LOC101906048,,ACVR2A,,
LOC101906048,,ACVR2B,,
LOC101906048,,GPC1,,
TF,,ADRB2,,
TF,,HFE,,
TF,,LDLR,,
TF,,LRP2,,
TFPI,,F3,,
TFPI,,LRP1,,
TFPI,,SDC4,,
TFPI,,VLDLR,,
TGFA,,ERBB2,,
TGFA,,ERBB3,,
TGFA,,ERBB4,,
TGFB1,,EGFR,,
TGFB1,,ENG,,
TGFB1,,ITGB8,,
TGFB2,,ACVR1,,
TGFB2,,ENG,,
TGFB2,,TGFBR1,,
TGFB2,,TGFBR2,,
TGFB3,,ACVRL1,,
TGFB3,,ENG,,
TGFB3,,ITGB1,,
TGFB3,,ITGB3,,
TGFB3,,ITGB5,,
TGFB3,,ITGB6,,
TGFB3,,TGFBR1,,
TGFB3,,TGFBR2,,
TGM2,,ITGA4,,
TGM2,,ITGA9,,
TGM2,,ITGB1,,
TGM2,,ITGB3,,
TGM2,,SDC4,,
TGM2,,TBXA2R,,
TGS1,,RXRA,,
THBS1,,ITGA2B,,
THBS1,,ITGA6,,
THBS1,,ITGB1,,
THBS1,,ITGB3,,
THBS1,,LRP1,,
THBS1,,LRP5,,
THBS1,,SCARB1,,
THBS1,,TNFRSF11B,,
THBS2,,ITGA6,,
THBS2,,ITGB1,,
THBS2,,ITGB3,,
THBS2,,NOTCH3,,
THBS2,,NOTCH4,,
TIMP1,,CD63,,
TIMP1,,FGFR2,,
TIMP2,,CD44,,
TIMP2,,ITGB1,,
TIMP3,,AGTR2,,
TIMP3,,CD44,,
TIMP3,,KDR,,
TIMP3,,MET,,
TLN1,,ITGB3,,
TLN1,,ITGB5,,
TNF,,FAS,,
TNF,,NOTCH1,,
TNF,,PTPRS,,
TNF,,RIPK1,,
TNF,,TRAF2,,
TNFSF10,,RIPK1,,
TNFSF11,,LGR4,,
TNFSF12,,TNFRSF8,,
TNFSF13,,FAS,,
TNFSF13,,SDC2,,
TNFSF13,,TNFRSF11B,,
TNFSF13,,TNFRSF1A,,
TNFSF13B,,CD40,,
TNFSF13B,,TFRC,,
TNFSF4,,TRAF2,,
TNFSF9,,PVR,,
TNFSF9,,TRAF2,,
TPH1,,HTR2B,,
TSHB,,ADRB2,,
TSHB,,RAMP2,,
TSHB,,RAMP3,,
TSHB,,VIPR1,,
UCN2,,IL10RB,,
UCN3,,IL10RB,,
VASP,,CXCR2,,
VCAM1,,EZR,,
VCAM1,,ITGA4,,
VCAM1,,ITGA9,,
VCAM1,,ITGAD,,
VCAM1,,ITGB1,,
VCAM1,,ITGB2,,
VCAM1,,ITGB7,,
VCAM1,,MSN,,
LOC534578,,EZR,,
LOC534578,,ITGAD,,
LOC534578,,ITGB1,,
LOC534578,,ITGB2,,
LOC534578,,MSN,,
VCAN,,CD44,,
VCAN,,EGFR,,
VCAN,,ITGA4,,
VCAN,,ITGB1,,
VCAN,,SELL,,
VCAN,,TLR2,,
VCL,,LOC536642,,
VCL,,ITGB5,,
VEGFA,,EGFR,,
VEGFA,,EPHB2,,
VEGFA,,GPC1,,
VEGFA,,GRIN2B,,
VEGFA,,ITGA9,,
VEGFA,,ITGAV,,
VEGFA,,ITGB1,,
VEGFA,,ITGB3,,
VEGFA,,RET,,
VEGFA,,SIRPA,,
VEGFA,,TYRO3,,
VEGFB,,RET,,
VEGFC,,FLT1,,
VEGFC,,ITGB1,,
VEGFC,,KDR,,
VIM,,CD44,,
VIP,,ADRB2,,
VIP,,NPR3,,
VIP,,RAMP2,,
VIP,,RAMP3,,
VTN,,CD47,,
VTN,,ITGA2B,,
VTN,,ITGA5,,
VTN,,ITGA8,,
VTN,,ITGAV,,
VTN,,ITGB1,,
VTN,,ITGB3,,
VTN,,ITGB5,,
VTN,,ITGB6,,
VTN,,ITGB8,,
VTN,,KDR,,
VTN,,PLAUR,,
VTN,,PVR,,
VTN,,TNFRSF11B,,
VWF,,ITGB3,,
VWF,,SCARA5,,
VWF,,SIRPA,,
VWF,,TNFRSF11B,,
WNT1,,FZD1,,
WNT1,,FZD3,,
WNT1,,FZD7,,
WNT1,,FZD8,,
WNT1,,LRP5,,
WNT1,,LRP6,,
WNT1,,RYK,,
WNT11,,KLRG2,,
WNT11,,MUSK,,
WNT2,,FZD1,,
WNT2,,FZD2,,
WNT2,,FZD3,,
WNT2,,FZD4,,
WNT2,,FZD5,,
WNT2,,FZD7,,
WNT2,,FZD8,,
WNT2,,FZD9,,
WNT2,,LRP6,,
WNT2B,,FZD4,,
WNT3,,FZD1,,
WNT3,,FZD7,,
WNT3,,FZD8,,
WNT3,,LRP6,,
WNT3,,RYK,,
WNT3A,,APCDD1,,
WNT3A,,ATP6AP2,,
WNT3A,,FZD1,,
WNT3A,,FZD3,,
WNT3A,,FZD7,,
WNT3A,,FZD8,,
WNT3A,,LGR5,,
WNT3A,,LRP5,,
WNT3A,,LRP6,,
WNT3A,,RYK,,
WNT4,,FZD1,,
WNT4,,FZD8,,
WNT4,,NOTCH1,,
WNT4,,SMO,,
WNT5A,,ADRB2,,
WNT5A,,ANTXR1,,
WNT5A,,EPHA7,,
WNT5A,,LDLR,,
WNT5A,,LRP2,,
WNT5A,,LRP5,,
WNT5A,,LRP6,,
WNT5A,,PTK7,,
WNT5A,,PTPRK,,
WNT5A,,RYK,,
WNT5A,,VANGL2,,
WNT6,,FZD4,,
WNT7A,,FZD10,,
WNT7A,,LDLR,,
WNT7A,,LRP6,,
WNT8A,,LRP5,,
WNT8B,,LRP5,,
WNT9B,,LRP6,,
ZG16B,,TLR4,,
ZP3,,EGFR,,
CXCL12,,CD4,,
GDF5,,BMPR1B,SMAD1,
INHBB,,ACVR2A,SMAD2,
INHBB,,ACVR2B,SMAD2,
SIRPA,,CD47,,
ADAM23,,ITGA4,,
ADAM23,,ITGA5,,
ADAM23,,ITGB3,,
ADM,,MRGPRX2,,
ALCAM,,L1CAM,,
ALCAM,,NRP1,,
AMBN,,CD63,,
AMELX,,CD63,,
AMELX,,LAMP2,,
AMELY,,CD63,,
AMELY,,LAMP1,,
AMELY,,LAMP2,,
ANGPTL2,,ITGA5,,
ANGPTL2,,ITGB1,,
ANGPTL2,,LILRB2,,
ANXA1,,FPR3,,
ANXA2,,ROBO4,,
ANXA2,,TLR2,,
APP,,CD74,,
APP,,FPR2,,
B2M,,CD1B,,
B2M,,LOC781726,,
B2M,,CD1B5,,
B2M,,LILRB1,,
LOC783680,,CD1B,,
LOC783680,,LOC781726,,
LOC783680,,CD1B5,,
LOC783680,,LILRB1,,
BGN,,FGFR3,,
BMP2,,HJV,,
BMP2,,RGMB,,
BMP4,,CFC1,,
BMP5,,HJV,,
BMP6,,HJV,,
BMP7,,HJV,,
BTLA,,TNFRSF14,,
C1QA,,LOC100138951,,
C1QA,,LOC508441,,
C1QB,,LOC508441,,
C1QB,,LOC100138951,,
C3,,NRP1,,
C4A,,CR1,,
C4A,,NRP1,,
CADM1,,CADM3,,
CADM3,,NECTIN1,,
CADM3,,NECTIN3,,
CALR,,ITGA3,,
CAMP,,FPR2,,
CCL20,,ACKR4,,
CCL21,,CCR10,,
CD2,,CD48,,
CD244,,CD48,,
CD28,,CD86,,
CD34,,SELE,,
CD34,,SELP,,
CD44,,SELE,,
CD48,,CD2,,
CD9,,L1CAM,,
CIRBP,,TREM1,,
CLEC11A,,ITGB1,,
CNTN6,,NOTCH1,,
COL1A1,,GP6,,
COL1A1,,ITGA11,,
COL1A2,,GP6,,
COL1A2,,ITGA11,,
COL4A1,,ITGA1,,
COL5A3,,SDC3,,
COMP,,ITGA5,,
CSF2,,CSF2RA,,
CSH1,,PRLR,,
CX3CL1,,ITGAV,,
CX3CL1,,ITGB3,,
CXADR,,CXADR,,
CXCL12,,CXCR7,,
CXCL12,,ITGA4,,
CXCL12,,ITGA5,,
CXCL12,,ITGAV,,
CXCL12,,ITGB3,,
GRO1,,CXCR2,,
CYTL1,,CCR2,,
DAG1,,LAMA4,,
DCN,,TLR2,,
DCN,,TLR4,,
DKK1,,KREMEN2,,
DKK1,,LRP4,,
DKK2,,KREMEN1,,
DKK2,,KREMEN2,,
DKK2,,LRP5,,
DNAJB11,,PRTG,,
DSC2,,DSG3,,
DSC2,,DSG4,,
DSG2,,DSC1,,
ECM1,,ITGB4,,
EDIL3,,ITGB3,,
EFNA5,,EPHB6,,
ENAM,,CD63,,
EPCAM,,EPCAM,,
EPO,,CRLF3,,
FAM3C,,LIFR,,
FGF1,,CSPG4,,
FGF4,,FGFRL1,,
FSTL1,,DIP2A,,
FZD8,,CKAP4,,
GDF3,,TDGF1,,
GDF3,,LOC101906048,,
GLG1,,SELE,,
GNAI2,,CXCR1,,
GNAI2,,FPR1,,
GNAS,,ADRB2,,
GRP,,BRS3,,
GRP,,GRPR,,
GRP,,NMBR,,
HLA-B,,CANX,,
BOLA,,KLRD1,,
BOLA,,LILRB1,,
BOLA,,LILRB2,,
JSP.1,,KLRD1,,
JSP.1,,LILRB1,,
JSP.1,,LILRB2,,
BOLA-NC1,,KLRD1,,
BOLA-NC1,,LILRB1,,
BOLA-NC1,,LILRB2,,
HMGB1,,HAVCR2,,
IFNK,,IFNAR1,,
IFNK,,IFNAR2,,
IL1RAPL1,,PTPRD,,
IL1RAPL1,,PTPRF,,
IL1RAPL1,,PTPRS,,
IL36RN,,IL1RL2,,
INHBA,,ACVR1C,,
ITGAV,,THY1,,
ITGB2,,THY1,,
MLL5,,NCR2,,
L1CAM,,ALCAM,,
L1CAM,,CD9,,
L1CAM,,PTPRZ1,,
LAMA1,,ITGA1,,
LGALS1,,CD69,,
LGALS3,,LAG3,,
LGI1,,ADAM23,,
LGI2,,ADAM23,,
LGI3,,ADAM23,,
LGI3,,FLOT1,,
LGI4,,ADAM23,,
LTF,,LRP11,,
MDK,,NOTCH2,,
MIF,,CD74,,
MMRN2,,CLEC14A,,
MSMP,,CCR2,,
MYL9,,CD69,,
MYOC,,FZD1,,
MYOC,,FZD10,,
MYOC,,FZD3,,
MYOC,,FZD4,,
MYOC,,FZD7,,
NODAL,,TDGF1,,
NPR2,,NPPA,,
NPPB,,NPR2,,
NTN1,,MCAM,,
NTRK3,,PTPRD,,
NTRK3,,PTPRF,,
NTRK3,,PTPRS,,
OMG,,TNFRSF1B,,
PCNA,,NCR2,,
PLA2G2A,,ITGA5,,
PLA2G2A,,ITGAV,,
PLA2G2A,,ITGB1,,
PLA2G2A,,ITGB3,,
LOC615045,,ITGA5,,
LOC615045,,ITGAV,,
LOC615045,,ITGB1,,
LOC615045,,ITGB3,,
POSTN,,PTK7,,
PRG4,,TLR4,,
PSAP,,CD1B,,
PSAP,,LOC781726,,
PSAP,,CD1B5,,
PTDSS1,,JMJD6,,
PTDSS1,,SCARB1,,
PTPRZ1,,L1CAM,,
QRFP,,P2RY14,,
RPS19,,C5AR1,,
RSPO2,,RNF43,,
RSPO2,,ZNRF3,,
RTN4,,RTN4R,,
RTN4,,S1PR2,,
M-SAA3.2,,CD36,,
SDC2,,PTPRJ,,
SERPINF1,,PLXDC1,,
SERPINF1,,PLXDC2,,
SERPING1,,LRP1,,
SERPING1,,SELE,,
SERPING1,,SELP,,
SIRPB2,,CD47,,
SLIT1,,SDC1,,
SLIT2,,APP,,
SLITRK3,,PTPRS,,
SPON1,,APP,,
SPON1,,LRP8,,
SPON2,,ITGA4,,
SPON2,,ITGA5,,
SPON2,,ITGB1,,
TCN1,,CD320,,
TFF2,,CXCR4,,
TFF3,,CXCR7,,
TFF3,,CXCR4,,
THBS1,,ITGA3,,
THBS1,,PTPRJ,,
TIMP2,,ITGA3,,
TNFSF10,,TNFRSF10D,,
TNFSF12,,CD163,,
TNFSF13,,TNFRSF13B,,
TNFSF13,,TNFRSF14,,
TNFSF13B,,TNFRSF13B,,
TNFSF14,,TNFRSF14,,
VCAN,,SELP,,
WNT1,,FZD10,,
WNT1,,FZD4,,
WNT10B,,FZD7,,
WNT16,,LRP5,,
WNT2B,,FZD7,,
WNT3A,,FZD10,,
WNT6,,FZD7,,
WNT7A,,FZD1,,
WNT7B,,FZD1,,
WNT7B,,FZD10,,
WNT7B,,FZD4,,
WNT7B,,FZD8,,
WNT7B,,LRP5,,
WNT8A,,FZD4,,
WNT8A,,FZD5,,
WNT8A,,FZD8,,
WNT9A,,FZD10,,
WNT9A,,FZD4,,
WNT9B,,FZD10,,
WNT9B,,FZD4,,
WNT9B,,FZD8,,
YBX1,,NOTCH1,,
ZP3,,CHRNA7,,
ZP3,,MERTK,,
TIMP1,MMP9,LRP1,,
LTB,LTA,LTBR,,
EBI3,IL12A,IL6ST,IL12RB2,
IGHG1,IGLC1,FCGR2B,,
IGHG1,IGLC1,FCGR2C,,
IGHG1,IGLC1,FCGR3B,,
BMP15,GDF9,BMPR1B,BMPR2,ACVR1B
CLCF1,CRLF1,CNTFR,IL6ST,
ZG16B,,CXCR4,TLR2,
FGF2,,FGFR1,TGFBR3,
ADM,,CALCRL,RAMP3,
ADM,,CALCR,RAMP2,
SEMA3C,,NRP1,PLXND1,
SEMA3B,,PLXNA4,PLXNA2,NRP1
SEMA3B,,PLXNA4,PLXNA2,NRP2
SEMA3A,,NRP1,PLXNA1,PLXNA4
SEMA5A,,PLXNB3,MET,
WNT5A,,FZD1,LRP6,
WNT9A,,FZD9,LRP6,EGFR
WNT5A,,FZD1,LRP5,
WNT9A,,FZD9,LRP5,EGFR
CNTF,,CNTFR,LIFR,IL6ST
PLAUR,,ITGAV,ITGB5,
FCER2,,ITGAV,ITGB5,
ADAM9,,ITGAV,ITGB5,
NID1,,ITGAV,ITGB3,
FBN1,,ITGAV,ITGB3,
EDIL3,,ITGAV,ITGB3,
ICAM5,,ITGAL,ITGB2,
HP,,ITGAM,ITGB2,
TIMP1,,CD63,ITGB1,
ADAM9,,ITGA1,ITGB1,
TIMP2,,ITGA3,ITGB1,
ADAM9,,ITGA3,ITGB1,
CSPG4,,ITGA4,ITGB1,
CD14,,ITGA4,ITGB1,
ADAM28,,ITGA4,ITGB1,
ANGPT1,,ITGA5,ITGB1,
ADAM17,,ITGA5,ITGB1,
ADAM9,,ITGA6,ITGB1,
TSPAN1,,ITGA6,ITGB1,
PLG,,ITGA9,ITGB1,
ADAM9,,ITGAV,ITGB1,
FCER2,,CD47,ITGAV,ITGB3
SPP1,,ITGB1,ITGAV,
SPP1,,ITGB5,ITGAV,
VCAM1,,ITGB2,ITGAM,
LOC534578,,ITGB2,ITGAM,
FCER2,,ITGB2,ITGAM,
JAM3,,ITGB2,ITGAM,
GP1BA,,ITGB2,ITGAM,
C3,,ITGB2,ITGAM,
LOC100140873,,ITGB2,ITGAL,
LOC616254,,ITGB2,ITGAL,
ICAM3,,ITGB2,ITGAL,
F11R,,ITGB2,ITGAL,
ICAM4,,ITGB2,ITGAL,
ICAM1,,ITGB2,ITGAL,
CDH1,,ITGB7,ITGAE,
ICAM3,,ITGB2,ITGAD,
VCAM1,,ITGB2,ITGAD,
SPP1,,ITGB1,ITGA9,
VCAM1,,ITGB1,ITGA9,
F13A1,,ITGB1,ITGA9,
L1CAM,,ITGB1,ITGA9,
SPP1,,ITGB1,ITGA8,
L1CAM,,ITGB1,ITGA5,
SPP1,,ITGB1,ITGA5,
F13A1,,ITGB1,ITGA5,
SPON2,,ITGB1,ITGA5,
CD40LG,,ITGB1,ITGA5,
SPP1,,ITGB1,ITGA4,
PLAUR,,ITGB1,ITGA4,
JAM2,,ITGB1,ITGA4,
VCAM1,,ITGB1,ITGA4,
LOC534578,,ITGB1,ITGA4,
SPON2,,ITGB1,ITGA4,
VCAM1,,ITGB7,ITGA4,
CDH1,,ITGB1,ITGA2,
HSPG2,,ITGB1,ITGA2,
COL10A1,,ITGB1,ITGA2,
COL11A1,,ITGB1,ITGA2,
COL11A2,,ITGB1,ITGA2,
COL12A1,,ITGB1,ITGA2,
COL13A1,,ITGB1,ITGA2,
COL14A1,,ITGB1,ITGA2,
COL15A1,,ITGB1,ITGA2,
COL16A1,,ITGB1,ITGA2,
COL17A1,,ITGB1,ITGA2,
COL19A1,,ITGB1,ITGA2,
COL1A1,,ITGB1,ITGA2,
COL1A2,,ITGB1,ITGA2,
COL20A1,,ITGB1,ITGA2,
COL21A1,,ITGB1,ITGA2,
COL22A1,,ITGB1,ITGA2,
COL27A1,,ITGB1,ITGA2,
COL2A1,,ITGB1,ITGA2,
COL4A1,,ITGB1,ITGA2,
COL4A2,,ITGB1,ITGA2,
COL4A3,,ITGB1,ITGA2,
COL4A6,,ITGB1,ITGA2,
COL5A3,,ITGB1,ITGA2,
COL6A1,,ITGB1,ITGA2,
COL6A3,,ITGB1,ITGA2,
COL6A6,,ITGB1,ITGA2,
COL7A1,,ITGB1,ITGA2,
COL8A1,,ITGB1,ITGA2,
COL8A2,,ITGB1,ITGA2,
COL9A1,,ITGB1,ITGA2,
COL9A2,,ITGB1,ITGA2,
COL9A3,,ITGB1,ITGA2,
COL10A1,,ITGB1,ITGA11,
COL11A1,,ITGB1,ITGA11,
COL11A2,,ITGB1,ITGA11,
COL12A1,,ITGB1,ITGA11,
COL13A1,,ITGB1,ITGA11,
COL14A1,,ITGB1,ITGA11,
COL15A1,,ITGB1,ITGA11,
COL16A1,,ITGB1,ITGA11,
COL17A1,,ITGB1,ITGA11,
COL19A1,,ITGB1,ITGA11,
COL1A1,,ITGB1,ITGA11,
COL1A2,,ITGB1,ITGA11,
COL20A1,,ITGB1,ITGA11,
COL21A1,,ITGB1,ITGA11,
COL22A1,,ITGB1,ITGA11,
COL27A1,,ITGB1,ITGA11,
COL2A1,,ITGB1,ITGA11,
COL4A1,,ITGB1,ITGA11,
COL4A2,,ITGB1,ITGA11,
COL4A3,,ITGB1,ITGA11,
COL4A6,,ITGB1,ITGA11,
COL5A3,,ITGB1,ITGA11,
COL6A1,,ITGB1,ITGA11,
COL6A3,,ITGB1,ITGA11,
COL6A6,,ITGB1,ITGA11,
COL7A1,,ITGB1,ITGA11,
COL8A1,,ITGB1,ITGA11,
COL8A2,,ITGB1,ITGA11,
COL9A3,,ITGB1,ITGA11,
COL10A1,,ITGB1,ITGA10,
COL11A1,,ITGB1,ITGA10,
COL11A2,,ITGB1,ITGA10,
COL12A1,,ITGB1,ITGA10,
COL13A1,,ITGB1,ITGA10,
COL14A1,,ITGB1,ITGA10,
COL15A1,,ITGB1,ITGA10,
COL16A1,,ITGB1,ITGA10,
COL17A1,,ITGB1,ITGA10,
COL19A1,,ITGB1,ITGA10,
COL1A1,,ITGB1,ITGA10,
COL1A2,,ITGB1,ITGA10,
COL20A1,,ITGB1,ITGA10,
COL21A1,,ITGB1,ITGA10,
COL22A1,,ITGB1,ITGA10,
COL27A1,,ITGB1,ITGA10,
COL2A1,,ITGB1,ITGA10,
COL4A1,,ITGB1,ITGA10,
COL4A2,,ITGB1,ITGA10,
COL4A3,,ITGB1,ITGA10,
COL4A6,,ITGB1,ITGA10,
COL5A3,,ITGB1,ITGA10,
COL6A1,,ITGB1,ITGA10,
COL6A3,,ITGB1,ITGA10,
COL6A5,,ITGB1,ITGA10,
COL6A6,,ITGB1,ITGA10,
COL7A1,,ITGB1,ITGA10,
COL8A1,,ITGB1,ITGA10,
COL8A2,,ITGB1,ITGA10,
COL9A2,,ITGB1,ITGA10,
COL9A3,,ITGB1,ITGA10,
IL11,,IL11RA,IL6ST,
IL15,,IL15RA,IL6ST,IL2RG
IL36A,,IL1RL2,IL1RAP,
LOC100297786,,IL1RL2,IL1RAP,
IL36G,,IL1RL2,IL1RAP,
IL29,,IL10RB,IL28RA,
LOC100298542,,IL10RB,IL28RA,
IFNAG,,IFNAR1,IFNAR2,
IFNAD,,IFNAR1,IFNAR2,
IFNAC,,IFNAR1,IFNAR2,
LOC100335490,,IFNAR1,IFNAR2,
LOC523244,,IFNAR1,IFNAR2,
